DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,YEAR,MONTH,DAY,DAY_OF_WEEK,Anomaly,Anomaly Score,Pressure Health Score
2014-04-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,0.0,0.0,0.0,0.0,%,0.0,0.0,0.0,0.0,0.0,0.0,production,WI,2014,4,7,0,-1,-0.016338902865804306,4.91162358566806
2014-04-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,0.0,1.0030591666666666,%,0.0,0.0,0.0,0.0,0.0,0.0,production,OP,2014,4,8,1,1,0.06722669161589812,30.355926731234277
2014-04-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,0.0,0.9790077083333333,%,0.0,0.0,0.0,0.0,0.0,0.0,production,OP,2014,4,9,2,1,0.07381843331058191,32.36300003666655
2014-04-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,,,,0.0,0.5457591666666667,%,0.0,0.0,0.0,0.0,0.0,0.0,production,OP,2014,4,10,3,1,0.07461149751535534,32.604474607215685
2014-04-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,310.37614,96.87589,277.27826,0.0,1.215986875,%,33.09788,10.47992,33.07195,0.0,0.0,0.0,production,OP,2014,4,11,4,1,0.04658724803956504,24.07156697325976
2014-04-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.50078,96.92339,281.44744,0.0,3.0870154166666666,%,22.05334,8.70429,22.05334,0.0,0.0,0.0,production,OP,2014,4,12,5,1,0.037226702658100574,21.221440006880528
2014-04-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.53481,96.95885,276.032,0.0,1.9623652083333334,%,27.50281,9.42315,16.16326,0.0,0.0,0.0,production,OP,2014,4,13,6,1,0.03542488989952164,20.672818647513903
2014-04-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.78228,96.96873,282.78676,0.0,0.0,%,20.99552,8.13137,20.73712,0.0,0.0,0.0,production,OP,2014,4,14,0,1,0.027903308405259786,18.38262492770516
2014-04-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.85821,97.02136,289.94067,0.0,31.141855625,%,13.91754,8.49833,12.18153,0.0,0.0,0.0,production,OP,2014,4,15,1,1,0.03127241447897133,19.408460462063204
2014-04-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,303.79187,97.06569,299.67193,0.0,0.0,%,4.11994,8.82124,1.4902,0.0,0.0,0.0,production,OP,2014,4,16,2,1,0.028460285622490256,18.552215023345404
2014-04-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,304.33518,96.91946,282.901,0.0,41.23599395833333,%,21.43418,8.85429,18.79484,0.0,0.0,0.0,production,OP,2014,4,17,3,1,0.046122196702409024,23.929966745627326
2014-04-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,304.84859,96.72034,273.70073,0.0,0.0,%,31.14786,9.63954,28.50258,0.0,0.0,0.0,production,OP,2014,4,18,4,1,0.0471464815239363,24.24184406389434
2014-04-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,305.37149,96.61563,259.61993,0.0,0.43686166666666665,%,45.75156,9.63919,43.1571,0.0,0.0,0.0,production,OP,2014,4,19,5,1,0.046298371254034576,23.983608902138
2014-04-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,313.87058,96.55953,282.81436,0.0,0.4542847916666667,%,31.05622,9.61976,28.48402,0.0,0.0,0.0,production,OP,2014,4,20,6,1,0.027995196947700474,18.410603427038122
2014-04-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,11.5,301.3756413043478,102.67637913043478,204.79518347826087,0.0,20.989748333333335,%,96.58045782608696,19.196819130434783,69.7755695652174,0.0,0.0,0.0,production,OP,2014,4,21,0,1,0.060869086336890144,28.420143984731457
2014-04-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,289.42136166666666,106.35320895833334,182.059311875,0.0,43.34345125,%,107.36204979166666,37.93925125,78.93540895833333,631.47,90439.09,0.0,production,OP,2014,4,22,1,1,0.11408333710395324,44.622978854503195
2014-04-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.23979291666666,107.64377895833333,171.05278208333334,,47.167523125,%,99.18701083333333,60.756579375,70.627109375,1166.46,165720.39,0.0,production,OP,2014,4,23,2,1,0.17848335527045944,64.2316897716181
2014-04-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.8427475,107.86923416666667,168.24197729166667,,47.73231020833333,%,94.60077020833333,63.046799791666665,66.049150625,1549.81,221707.31,0.0,production,OP,2014,4,24,3,1,0.18542895691765315,66.34650741799094
2014-04-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,255.52699520833335,107.97113708333333,165.538903125,,48.53376875,%,89.98809208333333,64.54722916666667,61.40538625,1248.7,178063.52,0.0,production,OP,2014,4,25,4,1,0.18387030393159737,65.87192407634272
2014-04-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,247.19905208333333,108.05203020833333,162.42224166666668,,49.844502291666664,%,84.77681041666666,65.72369375,56.14790645833333,1345.78,192602.19,0.0,production,OP,2014,4,26,5,1,0.1823865570526127,65.42014837110987
2014-04-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,240.736416875,108.05380395833333,159.89901979166666,,50.296981875,%,80.83739708333333,66.93373229166667,52.20174708333333,1349.56,194496.27,0.0,production,OP,2014,4,27,6,1,0.17748054693589171,63.92635167859192
2014-04-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,235.02093145833334,108.04163645833333,157.68322,,50.735878541666665,%,77.33771145833333,67.84834791666667,48.707583541666665,1345.61,192899.71,0.0,production,OP,2014,4,28,0,1,0.18540747144901942,66.33996545798297
2014-04-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.74371041666666,107.987806875,156.794893125,,50.11391979166667,%,75.94881729166667,65.70691916666667,47.375714583333334,1279.46,184900.31,0.0,production,OP,2014,4,29,1,1,0.19027171907298362,67.82104618129841
2014-04-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,233.29777791666666,107.89323895833333,157.179385,,48.92679020833334,%,76.11839291666666,62.795643958333336,47.61060354166667,1225.62,177107.86,0.0,production,OP,2014,4,30,2,1,0.18583706829461388,66.47077039555901
2014-05-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.0888975,107.87692229166667,156.39897770833332,,48.93862895833333,%,74.68991979166667,62.376834375,46.195843333333336,1212.9,174608.88,0.0,production,OP,2014,5,1,3,1,0.1828190574728999,65.55183739782746
2014-05-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,231.41900520833335,107.81687916666667,156.69023791666666,,48.303704583333335,%,74.72876729166667,60.747315625,46.15029979166667,1074.04,154870.67,0.0,production,OP,2014,5,2,4,1,0.18191992163100695,65.27806581668737
2014-05-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.76554520833332,107.79546708333334,156.60596666666666,,48.17349875,%,74.15957854166666,60.627934375,45.73272291666667,1044.17,147929.93,0.0,production,OP,2014,5,3,5,1,0.18328619292367615,65.69407220263334
2014-05-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,230.595831875,107.76431541666666,156.687604375,,47.466087916666666,%,73.9082275,58.279021666666665,45.491345,970.2,139378.45,0.0,production,OP,2014,5,4,6,1,0.17285079062417896,62.51666957418098
2014-05-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.423676875,107.77973166666666,156.42926291666666,,47.84001958333333,%,72.99441395833334,54.9047225,44.54851,946.12,136980.49,0.0,production,OP,2014,5,5,0,1,0.17676918681206827,63.7097546119583
2014-05-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.9024775,107.86022020833333,154.95086020833332,,49.00558229166667,%,70.95161729166666,58.882811458333336,42.44995395833333,1002.83,144950.15,0.0,production,OP,2014,5,6,1,1,0.19203215163663923,68.35706797465487
2014-05-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.76834875,107.83816541666667,155.05853583333334,,47.920399583333335,%,70.70981291666666,57.42564229166667,42.048938541666665,925.31,135000.24,0.0,production,OP,2014,5,7,2,1,0.19837834196795517,70.28937506360666
2014-05-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.68692270833333,107.821048125,155.14190229166667,,47.296947708333335,%,70.54502041666667,57.655958125,41.15918895833333,913.86,127564.51,0.0,production,OP,2014,5,8,3,1,0.20045998807918464,70.92320092249538
2014-05-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,13.83334,227.79783849312602,107.5994551584939,156.85221704868093,,29.13358708333333,%,70.94562144444508,55.95530239297234,41.74523020964568,176.8,24322.7,0.0,production,OP,2014,5,9,4,1,0.15997396467447367,58.595894941401504
2014-05-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.06091479166668,107.68369,155.16497145833333,,48.13438479166667,%,70.89594333333334,57.37377854166667,41.90457979166667,944.19,52162.58,0.0,production,OP,2014,5,10,5,1,0.19327416672141517,68.73524045729454
2014-05-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.09668541666667,107.836451875,155.16161875,,47.49388729166667,%,69.93506666666667,58.024333541666664,41.48348958333333,823.41,117731.72,0.0,production,OP,2014,5,11,6,1,0.18522283225013997,66.28374596025807
2014-05-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.02269270833332,107.77166645833333,155.79650583333333,,46.93359,%,70.226186875,56.88541625,41.80654479166667,769.01,111238.01,0.0,production,OP,2014,5,12,0,1,0.19101570420006853,68.04757700689417
2014-05-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.90499510638298,107.71747319148936,156.57676718971632,,46.335198958333336,%,70.32822791666666,54.25530875,41.925575,740.8,107144.4,0.0,production,OP,2014,5,13,1,1,0.1987006366929962,70.38750832930079
2014-05-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.57624978723405,107.74143479166666,156.2037677039007,,45.162089583333334,%,69.37248208333334,54.99535708333333,40.98107625,713.24,102880.55,0.0,production,OP,2014,5,14,2,1,0.20427638915196827,72.08523018134584
2014-05-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.89259895833334,107.70935872340425,156.82564125,,46.31644395833333,%,69.06695770833333,48.59812458333333,40.65059895833333,743.83,106745.44,0.0,production,OP,2014,5,15,3,1,0.2027484179747861,71.61998892899737
2014-05-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,225.70079787234042,107.71023416666667,157.10794391400708,,46.34614208333333,%,68.59285395833334,48.37775479166667,40.13814,736.09,104864.02,0.0,production,OP,2014,5,16,4,1,0.1968414701683267,69.82142372300821
2014-05-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,223.60251041666666,107.77769229166667,156.346404375,,47.08721125,%,67.25610604166667,53.92077354166667,38.839852083333334,782.88,110078.32,0.0,production,OP,2014,5,17,5,1,0.19838006839618294,70.28990073165771
2014-05-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.10196229166667,107.88902957446808,154.69510125,,47.769806875,%,65.40686104166667,53.83151333333333,36.990086875,834.68,117387.58,0.0,production,OP,2014,5,18,6,1,0.188280570035595,67.21477514320496
2014-05-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.49043893617022,107.86042291666666,155.1761033111702,,47.13594875,%,65.314335625,55.75360791666667,36.90605083333333,788.8,109517.37,0.0,production,OP,2014,5,19,0,1,0.19215324461552868,68.39393872849529
2014-05-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.153866875,107.85864833333333,155.23751041666668,,47.14246875,%,64.91635645833334,55.628124375,36.50938479166667,783.06,109362.2,0.0,production,OP,2014,5,20,1,1,0.19911376322469765,70.51329833624425
2014-05-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.06589395833333,107.851481875,155.37458229166666,,46.524590833333335,%,64.69131166666666,52.236396666666664,36.280858125,743.77,104993.12,0.0,production,OP,2014,5,21,2,1,0.20183481714624874,71.34181300528711
2014-05-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.982621875,107.8523675,155.54675833333334,,46.2889975,%,64.43586354166666,53.66113229166667,36.01890375,735.41,107115.77,0.0,production,OP,2014,5,22,3,1,0.200147354428325,70.82800928967907
2014-05-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.86292604166667,107.86721854166667,155.572074375,,46.284226875,%,64.29085166666667,49.05298020833333,35.873076875,742.89,108079.03,93.31,production,OP,2014,5,23,4,1,0.1892745188202311,67.51741565386375
2014-05-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.922990625,107.88298,155.75273854166667,,46.24215791666666,%,64.17025208333334,54.6906875,35.750709791666665,746.54,108387.02,100.42,production,OP,2014,5,24,5,1,0.19017079595837633,67.79031680830239
2014-05-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.9771025,107.90278770833334,155.90444416666668,,46.261677291666665,%,64.07265833333334,55.231164375,35.671312916666665,750.57,105809.71,101.01,production,OP,2014,5,25,6,1,0.17824410258234674,64.1588413946935
2014-05-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.97377531914893,107.92071145833333,156.04339469414893,,46.26510666666667,%,63.930380625,55.102527916666666,35.528916875,727.26,106514.13,86.62,production,OP,2014,5,26,0,1,0.1808142207672132,64.94139869738814
2014-05-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.98047520833333,107.93646229166667,156.24326083333332,,46.226333333333336,%,63.737214375,55.311219375,35.33483833333333,715.5,105800.29,91.08,production,OP,2014,5,27,1,1,0.1875450248621438,66.9908141400358
2014-05-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.26666729166666,107.44471020833333,155.71557541666667,,46.215003125,%,63.551091875,55.508233125,35.155495208333335,695.01,102249.56,76.96,production,OP,2014,5,28,2,1,0.19307872896057177,68.67573298099603
2014-05-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.00718041666667,107.96204104166667,156.54946291666667,,46.21505770833333,%,63.4577175,56.170836875,35.05228625,698.77,102823.5,77.13,production,OP,2014,5,29,3,1,0.19035035345153756,67.84498901301042
2014-05-30,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.00026020833334,107.97361333333333,156.66496541666666,,46.231572291666666,%,63.33529479166667,55.851693125,34.923878333333334,704.08,103977.99,77.96,production,OP,2014,5,30,4,1,0.18177371510765022,65.2335484154145
2014-05-31,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.99351354166666,107.985045625,156.78348708333334,,46.2074025,%,63.21002645833333,55.59603083333333,34.79286458333333,715.93,105761.32,78.99,production,OP,2014,5,31,5,1,0.17199304782172425,62.25550146998753
2014-06-01,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.00573708333334,107.99384645833334,156.8641125,,46.264785,%,63.14162458333333,55.963499375,34.72635520833333,724.21,107035.76,80.08,production,OP,2014,6,1,6,1,0.16472482927060933,60.04245245992765
2014-06-02,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,22.0,221.3284255119818,107.82458002092727,157.53832177425,,41.71340020833333,%,63.79010373773182,50.77397000734091,35.35194577638182,459.83,68263.31,46.21,production,OP,2014,6,2,0,1,0.16587955287339234,60.39404617000393
2014-06-03,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.24048708333333,107.964823125,157.86784375,,46.19318770833333,%,62.372643333333336,53.04666854166667,33.94682958333333,715.1,104865.93,80.7,production,OP,2014,6,3,1,1,0.18611454322102172,66.55525679437666
2014-06-04,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.267634375,107.96092625,159.45106520833335,,46.157305208333334,%,61.81656916666667,53.73631604166667,33.38708375,706.8,104234.1,79.73,production,OP,2014,6,4,2,1,0.19516585657804003,69.31122786536467
2014-06-05,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,221.044650195642,107.97263406134603,158.75822307562981,,47.04156520833333,%,62.286427120012185,54.244612314888435,33.84168292885635,677.29,99517.49,90.57,production,OP,2014,6,5,3,1,0.20343617789338903,71.82940013427678
2014-06-06,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.74979458333334,107.986805625,157.67422541666667,,47.202699375,%,63.07556916666667,56.53423395833333,34.64576291666667,690.38,99850.49,92.18,production,OP,2014,6,6,4,1,0.19772503491043292,70.09045416892704
2014-06-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.64014083333333,107.99410875,157.27830479166667,,47.19410729166667,%,63.36183604166666,56.61542145833333,34.93372958333333,694.3,100306.26,92.07,production,OP,2014,6,7,5,1,0.1939250935762199,68.93343662070323
2014-06-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.50405041666667,108.0027125,157.18459354166666,,47.152024375,%,63.319456875,52.051159375,34.891520625,690.7,99959.04,91.25,production,OP,2014,6,8,6,1,0.1806002602569734,64.87625135873175
2014-06-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,19.5,221.45051448717948,107.75725956410257,159.1132395,,38.978911458333336,%,62.337274987179484,53.55922412820513,34.670299666666665,238.45,34915.85,28.15,production,OP,2014,6,9,0,1,0.1693931531945384,61.463877746720286
2014-06-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.85169229166667,107.99075354166666,158.07450145833334,,46.512532291666666,%,62.777190833333336,54.486153333333334,34.351681875,647.11,95262.3,84.88,production,OP,2014,6,10,1,1,0.1996291712443602,70.67023131778154
2014-06-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,218.41471229166666,108.06527416666667,156.68516375,,47.815207916666665,%,61.72954854166667,54.295347291666666,33.31382708333334,745.92,108793.22,94.23,production,OP,2014,6,11,2,1,0.2038293208872165,71.94910549360013
2014-06-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.49685895833332,108.13936083333333,155.55921520833334,,48.72777375,%,59.93764375,61.561027083333336,31.529283333333332,804.85,116554.82,101.88,production,OP,2014,6,12,3,1,0.2061270008564145,72.6487099902877
2014-06-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.823228125,108.13519916666667,154.68515791666667,,48.263916875,%,60.13807020833333,62.32717875,31.739437916666667,818.89,120308.03,56.75,production,OP,2014,6,13,4,1,0.20216627534848802,71.44273639403542
2014-06-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.83254083333333,108.104783125,155.59778541666665,,48.00591375,%,60.234755416666665,59.584406875,31.83577875,781.21,115374.09,54.32,production,OP,2014,6,14,5,1,0.1992717026262963,70.56138819951668
2014-06-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.877320625,108.11380416666667,154.95770833333333,,48.04032458333333,%,59.91961229166667,60.77416125,31.544266458333333,786.16,116058.03,54.55,production,OP,2014,6,15,6,1,0.1916749630530225,68.2483101221194
2014-06-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.38082170212766,108.08764729166667,155.33310524379434,,47.74037104166667,%,60.04771645833333,59.444948125,31.67064,757.43,111152.61,51.84,production,OP,2014,6,16,0,1,0.19234080048299884,68.45104630223109
2014-06-17,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,216.11873333333332,108.067196875,155.97842479166667,,47.62397166666667,%,60.14030854166667,58.607166666666664,31.763173958333333,726.5,107050.89,50.67,production,OP,2014,6,17,1,1,0.2029589597563512,71.68409532288084
2014-06-18,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.98383375,108.06562833333334,156.19699666666668,,47.639864583333335,%,59.78683708333333,58.66236833333333,31.399544375,723.96,106456.63,51.3,production,OP,2014,6,18,2,1,0.21036985519195472,73.94058701917191
2014-06-19,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.818061875,108.06648270833334,156.37844083333334,,47.60717375,%,59.43962104166667,57.54992875,31.0531575,715.28,105827.77,52.96,production,OP,2014,6,19,3,1,0.21047935498605091,73.9739278452935
2014-06-20,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.57881625,108.07265958333333,156.48818166666666,,47.585172916666664,%,59.09063458333333,58.445866875,30.703629375,710.62,104860.95,50.87,production,OP,2014,6,20,4,1,0.20452299503869747,72.160317482266
2014-06-21,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.30386958333332,108.07888145833333,156.59927333333334,,47.61119583333333,%,58.70459625,58.70271770833333,30.313028125,708.04,104155.82,50.48,production,OP,2014,6,21,5,1,0.2017163444495697,71.30574008284253
2014-06-22,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.949325,108.08456916666667,156.71347770833333,,47.619820833333335,%,58.235847291666666,58.418325833333334,29.846284166666667,702.73,102417.8,51.7,production,OP,2014,6,22,6,1,0.19088458140044923,68.00765234311955
2014-06-23,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.85795,108.08680083333333,157.393641875,,47.659732291666664,%,57.464308125,57.882807291666666,28.779579375,695.74,102284.59,51.69,production,OP,2014,6,23,0,1,0.18954511992272854,67.59980909013586
2014-06-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.89729020833335,108.07987125,157.98934020833335,,47.6279225,%,56.90795,57.349905416666665,28.519126875,658.27,96651.98,94.65,production,OP,2014,6,24,1,1,0.19663824033126537,69.75954369194417
2014-06-25,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,214.82190723404256,108.08357765957447,157.94656285904256,,46.567545,%,56.875344375,58.00721583333333,28.4768975,576.35,85082.22,79.35,production,OP,2014,6,25,2,1,0.20221972515407688,71.45901095134468
2014-06-26,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,16.58333,219.55899298132522,107.44735424631241,158.58117644543043,,44.0,%,60.97781653589478,49.15179838775445,35.122920913290635,369.83,55419.55,51.46,production,OP,2014,6,26,3,1,0.16975414608197925,61.573793945108
2014-06-27,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,23.83333,217.25173717366394,107.63490568517282,162.7894177693843,,44.37510354166667,%,54.46231940427964,50.51060779353536,26.031601158835127,418.45,63214.18,59.2,production,OP,2014,6,27,4,1,0.19900455333553863,70.48004578124849
2014-06-28,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.09275833333334,108.07768,160.76595083333333,,47.05341229166667,%,54.3268075,55.68809958333333,25.902731458333335,588.96,88192.51,91.66,production,OP,2014,6,28,5,1,0.19229146886334525,68.43602566254184
2014-06-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,215.258875,108.09929489361703,160.19683020833332,,46.83165625,%,55.062044791666665,55.970378125,26.645965416666666,571.88,85616.39,81.73,production,OP,2014,6,29,6,1,0.17586984467107925,63.43592021624994
