DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,YEAR,MONTH,DAY,DAY_OF_WEEK,Actual Production,Predicted Production,Forecast Error,Absolute Error,Percentage Error
2016-07-18,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,33.95387354166667,17.902679791666667,30.163654375,%,33.95387354166667,68.03298833333334,11.833174166666666,125.94,20158.23,812.9,production,OP,2016,7,18,0,125.94,384.4024684964567,-258.4624684964567,258.4624684964567,205.2266702369833
2014-01-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,8.225,,,,,,,,,0.0,,,,injection,WI,2014,1,29,2,557.55,557.4983474872374,0.05165251276253002,0.05165251276253002,0.009264193841364904
2011-11-08,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.262261875,103.03836145833333,200.13096416666667,0.0,70.331985,%,41.131297708333335,85.58492604166666,9.895749791666667,1864.94,287161.14,3793.42,production,OP,2011,11,8,1,1864.94,1872.4623598899716,-7.52235988997154,7.52235988997154,0.40335667045435997
2014-01-04,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,14.30833,,,,,,,,,0.0,,,,injection,WI,2014,1,4,5,557.55,557.495670956776,0.05432904322390186,0.05432904322390186,0.009744245937387116
2014-08-06,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,199.93306791666666,106.58570458333334,158.60624104166666,16.882975625,11.526236875,%,41.326826875,33.07036708333333,12.606950625,198.4,29445.06,0.0,production,OP,2014,8,6,2,198.4,194.44270056410014,3.95729943589987,3.95729943589987,1.9946065705140472
2015-05-15,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2015,5,15,4,557.55,557.4963676636537,0.053632336346254306,0.053632336346254306,0.00961928730091549
2013-10-21,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,20.85833,,,,,,,,,0.0,,,,injection,WI,2013,10,21,0,557.55,557.4956709567766,0.05432904322333343,0.05432904322333343,0.009744245937285165
2011-12-07,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,19.0,0.0,0.0,39.31002605263158,8.352285789473685,55.271759583333335,%,39.31002605263158,82.87394263157894,7.566304736842105,760.83,114501.4,2863.73,production,OP,2011,12,7,2,760.83,804.8104666857913,-43.98046668579127,43.98046668579127,5.7805904979813185
2010-08-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,317.56673,104.33566,314.11876,0.0,,%,3.44797,13.09508,1.32789,0.0,0.0,0.0,production,OP,2010,8,26,3,0.0,0.0,0.0,0.0,
2010-11-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,52.115531041666664,22.379736666666666,53.30524770833333,%,52.115531041666664,86.33878541666667,19.578769166666667,1581.71,240202.8,3431.34,production,OP,2010,11,2,1,1581.71,1996.924618241342,-415.2146182413419,415.2146182413419,26.250995330455133
2009-08-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2009,8,19,2,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2015-04-18,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,267.1339889361702,99.6882129787234,236.16610276595745,14.491881489361703,97.91666666666667,%,30.967886170212765,88.92003595744681,2.351108085106383,252.32,37571.89,3550.23,production,OP,2015,4,18,5,252.32,260.463325318198,-8.14332531819798,8.14332531819798,3.2273800405033213
2008-10-19,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,19.75833,,,,,,,,,0.0,,,,injection,WI,2008,10,19,6,557.55,557.4956709567767,0.05432904322321974,0.05432904322321974,0.009744245937264775
2008-02-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,289.53618458333335,105.90156645833333,178.60267479166666,12.506407083333333,30.923040416666666,%,110.93350979166667,72.30784145833333,77.72319291666666,3046.54,446905.0,0.46,production,OP,2008,2,26,1,3046.54,3049.6645250447177,-3.124525044717757,3.124525044717757,0.10255979060566271
2013-05-08,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,244.44048520833334,100.94057458333333,212.05589583333332,22.594112916666667,100.0,%,32.384589375,87.5944225,3.3578591666666666,936.59,153541.73,3588.76,production,OP,2013,5,8,2,936.59,918.4910448176188,18.098955182381246,18.098955182381246,1.9324309657781147
2016-04-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,26.262960833333334,21.5204125,100.0,%,26.262960833333334,81.93967020833334,0.4354191666666667,222.82,36763.88,1264.94,production,OP,2016,4,8,4,222.82,205.07480683081246,17.74519316918753,17.74519316918753,7.963913997481164
2012-05-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,33.765474166666664,11.466328125,100.0,%,33.765474166666664,92.23468375,4.92169125,736.22,118569.69,4481.59,production,OP,2012,5,28,0,736.22,727.6440967288529,8.575903271147126,8.575903271147126,1.1648560581276148
2015-12-16,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.910254375,99.54902625,237.95736875,13.812784375,100.0,%,27.952885625,85.80931333333334,1.885365,173.96,26495.54,3195.15,production,OP,2015,12,16,2,173.96,171.7970231605339,2.162976839466097,2.162976839466097,1.243375971180787
2010-09-07,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,254.26430645833332,106.379283125,198.72661083333332,0.0,46.98152375,%,55.537695625,89.952851875,22.779527083333335,2233.58,333180.65,3073.98,production,OP,2010,9,7,1,2233.58,2222.4284320495444,11.151567950455501,11.151567950455501,0.49926879495945975
2010-04-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,248.221621875,106.42064104166667,189.33456770833334,0.0,43.052640833333335,%,58.887054166666665,90.80313958333333,25.771808125,2594.12,364622.26,2459.18,production,OP,2010,4,9,4,2594.12,2523.443474645272,70.6765253547278,70.6765253547278,2.7244894359061185
2011-03-24,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,42.41758,25.581674680851062,65.23793145833334,%,42.41758,91.35714680851063,9.760498085106383,1269.45,196569.22,3795.4,production,OP,2011,3,24,3,1269.45,1287.063470467229,-17.613470467229035,17.613470467229035,1.3874883191326193
2014-03-12,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,33.079399375,19.980799791666666,100.0,%,33.079399375,88.90026791666666,4.129219791666666,254.22,38116.99,4587.75,production,OP,2014,3,12,2,254.22,264.2842656893221,-10.064265689322127,10.064265689322127,3.9588803749988704
2012-04-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2012,4,4,2,557.55,557.495670956777,0.05432904322299237,0.05432904322299237,0.009744245937223993
2008-12-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.91420958333333,105.22962375,153.41693625,,35.82625625,%,81.49727333333334,70.214869375,48.65928541666667,3712.64,534747.96,1.1,production,OP,2008,12,13,5,3712.64,3482.121547721488,230.5184522785121,230.5184522785121,6.209017095072835
2009-08-09,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,222.92179375,105.58382145833333,162.25318916666666,,47.859999375,%,60.668604583333334,85.51727166666667,27.102156041666667,4894.2,676198.46,759.55,production,OP,2009,8,9,6,4894.2,4707.497585402513,186.7024145974865,186.7024145974865,3.814768799752493
2014-11-22,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,218.54943229166668,106.39678625,167.46960520833332,25.22827708333333,11.199812291666667,%,51.079827083333335,64.984368125,22.740719791666667,980.88,150603.08,351.37,production,OP,2014,11,22,5,980.88,983.1985677876987,-2.3185677876987256,2.3185677876987256,0.2363762935016236
2014-05-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,226.02269270833332,107.77166645833333,155.79650583333333,,46.93359,%,70.226186875,56.88541625,41.80654479166667,769.01,111238.01,0.0,production,OP,2014,5,12,0,769.01,805.3942218886488,-36.38422188864877,36.38422188864877,4.7313067305560095
2011-08-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,40.017012916666665,21.940750416666667,76.32282666666667,%,40.017012916666665,91.16518354166666,8.366589166666667,1449.78,215688.93,3376.93,production,OP,2011,8,9,1,1449.78,1317.3824810583478,132.39751894165215,132.39751894165215,9.132248957886862
2015-04-02,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,265.5121125,99.6292,234.7525125,13.909958333333334,100.0,%,30.7596,88.25633375,2.2048316666666667,256.09,37323.39,3426.19,production,OP,2015,4,2,3,256.09,249.55889408669734,6.531105913302639,6.531105913302639,2.5503166516859856
2016-06-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,21.08333,,,,,,,,,0.0,,,,injection,WI,2016,6,8,2,557.55,557.4963676636535,0.05363233634648168,0.05363233634648168,0.009619287300956271
2015-01-24,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,243.039,101.57767,177.81837,,0.0,%,65.22063,8.40626,37.38775,0.0,0.0,0.0,production,OP,2015,1,24,5,0.0,0.0,0.0,0.0,
2014-01-10,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,252.11646354166666,100.03781333333333,219.959774375,20.630830416666665,100.0,%,32.156689166666666,88.11689354166667,2.957176666666667,633.44,94515.54,3812.78,production,OP,2014,1,10,4,633.44,615.9601490001054,17.479850999894666,17.479850999894666,2.7595117137999914
2013-01-31,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2013,1,31,3,557.55,557.5213373080172,0.028662691982731303,0.028662691982731303,0.005140828980850382
2015-07-15,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,266.830838125,99.5285,236.35219354166668,15.126970208333333,100.0,%,30.478644583333335,88.77823791666667,1.9162739583333332,223.37,32999.87,2939.28,production,OP,2015,7,15,2,223.37,224.51781904565252,-1.1478190456525112,1.1478190456525112,0.5138644606046072
2009-07-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,232.644070625,106.43615854166667,166.37281625,16.143646666666665,50.738414166666665,%,66.271254375,79.70609770833333,34.212453958333334,3446.15,478180.01,52.39,production,OP,2009,7,16,3,3446.15,3464.3921820813925,-18.242182081392457,18.242182081392457,0.5293496244038262
2014-10-09,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,20.83334,,,,,,,,,0.0,,,,injection,WI,2014,10,9,3,557.55,557.4956709567767,0.05432904322321974,0.05432904322321974,0.009744245937264775
2015-06-19,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2015,6,19,4,557.55,557.4963676636537,0.053632336346254306,0.053632336346254306,0.00961928730091549
2009-10-28,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.01914375,106.79384,183.67518541666666,15.030249375,52.58804020833333,%,76.34395833333333,81.48978020833333,43.856945625,4348.44,603773.5,359.23,production,OP,2009,10,28,2,4348.44,4425.687259714551,-77.24725971455155,77.24725971455155,1.7764361406516258
2014-08-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,210.63094708333333,108.28098729166666,170.85841791666667,,50.239226875,%,39.772529166666665,56.230880416666665,11.218987291666666,509.21,76002.49,303.18,production,OP,2014,8,10,6,509.21,387.3395721913109,121.8704278086891,121.8704278086891,23.933235366290745
2010-04-02,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,250.88923145833334,107.39059958333333,202.58363479166667,25.451894583333335,89.77865125,%,48.305596666666666,84.76828104166667,14.951131666666667,3407.69,494941.47,2499.07,production,OP,2010,4,2,4,3407.69,3271.617333670636,136.07266632936398,136.07266632936398,3.9931057792629017
2008-11-29,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2008,11,29,5,557.55,557.4983474872384,0.05165251276150684,0.05165251276150684,0.00926419384118139
2014-08-15,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,199.46245854166668,106.58211291666667,158.51531520833333,16.221191666666666,11.43266875,%,40.94714333333334,35.491001041666664,12.243056041666666,191.43,29912.68,0.0,production,OP,2014,8,15,4,191.43,197.30366396538028,-5.873663965380274,5.873663965380274,3.0683090243850355
2012-10-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,32.09314125,22.128396875,98.39325229166667,%,32.09314125,88.66337166666666,4.139270833333334,795.28,125971.29,4243.26,production,OP,2012,10,1,0,795.28,804.5430834000726,-9.263083400072674,9.263083400072674,1.1647574942250116
2010-06-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2010,6,6,6,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2010-03-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2010,3,10,2,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2015-10-31,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,218.62081645833334,106.39687895833333,185.68978020833333,16.269913958333333,11.758419791666666,%,32.93103625,39.60450395833333,6.826661458333334,207.32,35598.96,138.32,production,OP,2015,10,31,5,207.32,204.5303489562441,2.789651043755896,2.789651043755896,1.3455773894249932
2015-04-04,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2015,4,4,5,557.55,557.4963676636536,0.05363233634636799,0.05363233634636799,0.00961928730093588
2014-08-16,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.76211041666664,99.87870166666667,229.63498083333334,21.468845,100.0,%,31.127129583333332,88.27752333333333,2.0831845833333333,340.59,50847.23,3503.42,production,OP,2014,8,16,5,340.59,338.09151497952223,2.4984850204777445,2.4984850204777445,0.7335755660699799
2014-06-24,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2014,6,24,1,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2008-10-20,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,22.16667,,,,,,,,,0.0,,,,injection,WI,2008,10,20,0,557.55,557.4956709567767,0.05432904322321974,0.05432904322321974,0.009744245937264775
2016-06-05,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,270.26967958333336,99.9677175,238.96990979166668,23.10155875,43.019637708333335,%,31.299769791666666,88.77056770833333,5.50851625,103.15,16827.74,2894.82,production,OP,2016,6,5,6,103.15,101.7829238789844,1.3670761210156002,1.3670761210156002,1.325328280189627
2009-03-27,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,264.02827,100.69759,257.44338,,,%,6.58489,5.98422,6.16284,0.0,0.0,0.0,production,OP,2009,3,27,4,0.0,0.0,0.0,0.0,
2009-11-25,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2009,11,25,2,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2015-06-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,286.12228,100.67577,177.14967,,0.09387041666666666,%,108.97261,12.90018,102.43381,0.0,0.0,0.0,production,OP,2015,6,8,0,0.0,0.0,0.0,0.0,
2016-07-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,251.08498020833332,104.90393083333333,226.50509083333333,22.298452708333333,100.0,%,24.579889375,84.489465625,3.19845125,465.67,73786.24,2821.64,production,OP,2016,7,30,5,465.67,462.1384521438081,3.531547856191935,3.531547856191935,0.7583799377653564
2013-09-26,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,260.714548125,105.9396925,174.47493354166667,14.152799375,10.154590833333334,%,86.23961458333333,62.537344375,57.90415208333334,1124.52,173512.2,67.6,production,OP,2013,9,26,3,1124.52,1099.2173379112871,25.30266208871285,25.30266208871285,2.250085555500378
2009-04-19,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,3.19167,238.39156789730768,103.9417671030213,157.56424967656432,,24.177104285714286,%,80.82731822074338,49.80040344180319,49.866809625305876,217.49,30334.9,0.08,production,OP,2009,4,19,6,217.49,387.8757346825399,-170.38573468253992,170.38573468253992,78.3418707446503
2012-12-01,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,32.11176708333333,15.522184791666668,98.83986458333334,%,32.11176708333333,91.546923125,5.0146460416666665,613.39,100817.73,4566.95,production,OP,2012,12,1,5,613.39,607.667909344177,5.722090655822967,5.722090655822967,0.9328633749854036
2009-09-06,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,19.74167,247.9126952085006,105.28091713304396,247.42267934739058,,27.61874125,%,0.49001586111002765,80.54396060642286,31.17636856175288,1802.88,257772.89,9.06,production,OP,2009,9,6,6,1802.88,2320.412854003944,-517.5328540039441,517.5328540039441,28.705895789178648
2016-09-09,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,0.0,0.0,19.95886,1.010259375,%,0.0,0.0,0.0,0.0,0.0,0.0,production,OP,2016,9,9,4,0.0,0.0,0.0,0.0,
2009-06-03,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,234.194354375,106.65453604166666,176.370326875,18.161740208333335,70.393825,%,57.8240275,81.31047791666667,24.708835416666666,5888.69,804359.19,150.85,production,OP,2009,6,3,2,5888.69,5306.235402773211,582.4545972267888,582.4545972267888,9.891072500450674
2009-02-06,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,258.76524958333334,105.35257916666667,163.691144375,,35.23332,%,95.07410520833334,78.94888625,61.93848416666667,4501.76,646118.76,81.78,production,OP,2009,2,6,4,4501.76,4522.857617708035,-21.097617708034704,21.097617708034704,0.46865265380728216
2013-10-13,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,250.80052291666667,100.31131395833333,217.76450625,21.562156875,89.05667291666667,%,33.03601666666667,88.191800625,3.7733933333333334,615.54,92193.99,3345.97,production,OP,2013,10,13,6,615.54,675.4249973637072,-59.88499736370727,59.88499736370727,9.728855535579699
2010-07-26,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,282.820379375,107.27560229166667,223.60829625,23.939897291666668,51.264072291666665,%,59.212083125,90.00315270833333,26.260301666666667,1857.44,268110.0,3251.25,production,OP,2010,7,26,0,1857.44,1841.5481680270123,15.891831972987802,15.891831972987802,0.8555771369728121
2013-07-20,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.8681375,100.68311395833334,213.525900625,21.648262083333332,100.0,%,32.342236875,89.47673791666666,3.5830339583333335,818.74,128639.51,3140.9,production,OP,2013,7,20,5,818.74,824.2964334954362,-5.556433495436181,5.556433495436181,0.6786566547910424
2015-01-23,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,212.68613104166667,106.21345416666666,165.87787645833333,21.682567083333332,12.913731458333332,%,46.80825458333333,63.572763125,18.2765775,981.8,145611.43,501.1,production,OP,2015,1,23,4,981.8,1022.3218137400789,-40.52181374007898,40.52181374007898,4.1272982012710315
2011-04-16,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,245.88090770833332,104.36123458333333,204.81020020833333,0.0,62.239540625,%,41.0707075,90.11683875,10.9634,1732.67,267457.32,4043.11,production,OP,2011,4,16,5,1732.67,1715.8342682017008,16.83573179829932,16.83573179829932,0.9716640674969452
2013-12-08,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2013,12,8,6,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2013-02-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,33.87276979166667,14.521888125,99.144685,%,33.87276979166667,90.44280895833333,5.10609625,540.85,89589.43,4589.03,production,OP,2013,2,16,5,540.85,541.3383504905538,-0.48835049055378477,0.48835049055378477,0.09029314792526295
2007-10-20,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,,,,,,,,,,,,,,injection,WI,2007,10,20,5,557.55,556.6635857852494,0.8864142147505163,0.8864142147505163,0.15898380678872143
2015-02-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2015,2,6,4,557.55,557.4963676636537,0.053632336346254306,0.053632336346254306,0.00961928730091549
2014-09-30,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,14.74167,215.24200567751822,105.70020832742152,164.74865196579492,7.662605718822902,7.256605625,%,50.4933537117233,27.23626450836981,22.089036013389258,113.56,29051.51,0.0,production,OP,2014,9,30,1,113.56,209.65605224206357,-96.09605224206356,96.09605224206356,84.62139154813629
2014-10-09,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,219.81243479166667,106.46221041666666,166.927505,25.649221041666667,11.927958541666667,%,52.884929791666664,66.34758229166667,24.420083958333333,1103.71,170944.02,347.79,production,OP,2014,10,9,3,1103.71,1114.2658922706908,-10.55589227069072,10.55589227069072,0.9564008906950847
2011-10-29,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,0.0,124.12299,0.0,1.19326,%,124.12299,10.15106,124.12299,0.0,0.0,0.0,production,OP,2011,10,29,5,0.0,0.0,0.0,0.0,
2016-01-29,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,227.69745895833333,105.85424895833333,198.002565,14.439956041666667,100.0,%,29.694893958333335,76.747069375,3.9848447916666667,1003.85,155978.3,2376.82,production,OP,2016,1,29,4,1003.85,979.611841467391,24.238158532609077,24.238158532609077,2.4145199514478333
2008-08-29,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,260.27294,98.05274,160.48211,,,%,99.79083,19.00322,99.75564,0.0,0.0,0.0,production,OP,2008,8,29,4,0.0,1.1903916666666667,-1.1903916666666667,1.1903916666666667,inf
2014-11-17,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2014,11,17,0,557.55,557.495670956777,0.05432904322299237,0.05432904322299237,0.009744245937223993
2010-11-04,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.43882729166666,106.086,197.62973208333332,0.0,66.74638604166667,%,43.80909520833333,91.33543,11.491376875,2363.63,351068.29,3424.84,production,OP,2010,11,4,3,2363.63,2357.5827782201136,6.047221779886513,6.047221779886513,0.25584468719243336
2015-09-20,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,29.262847916666665,12.293313541666667,100.0,%,29.262847916666665,81.483138125,0.414483125,401.25,60289.88,1052.88,production,OP,2015,9,20,6,401.25,421.06438507971797,-19.814385079717965,19.814385079717965,4.9381645058487145
2014-01-06,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2014,1,6,0,557.55,557.495670956777,0.05432904322299237,0.05432904322299237,0.009744245937223993
2011-08-10,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2011,8,10,2,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2015-07-29,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,241.09512708333332,108.014125625,208.54715354166666,,53.51099875,%,32.547973541666664,65.37487104166667,5.283467916666667,182.64,27538.19,580.04,production,OP,2015,7,29,2,182.64,231.44504950274222,-48.805049502742236,48.805049502742236,26.721993814466842
