DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,FLOW_KIND,WELL_TYPE,YEAR,MONTH,DAY,DAY_OF_WEEK,Actual Production,Predicted Production,Forecast Error,Absolute Error,Percentage Error
2010-03-08,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,13.34167,256.20801535645836,107.210385656121,194.9251390701314,21.85330311109479,63.668916296296295,%,61.282876286326974,82.32644038989872,27.802903131399592,2405.72,333858.61,806.99,production,OP,2010,3,8,0,2405.72,2508.005385376984,-102.28538537698432,102.28538537698432,4.25175770151906
2014-07-30,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.28224895833333,106.594780625,164.79194,20.477683541666668,11.803311458333333,%,55.49030895833334,69.21326583333334,26.864930416666667,997.38,147290.07,251.53,production,OP,2014,7,30,2,997.38,1070.8739227391538,-73.49392273915385,73.49392273915385,7.368698263365402
2014-11-09,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2014,11,9,6,557.55,557.4956709567771,0.05432904322287868,0.05432904322287868,0.009744245937203602
2009-07-07,NO 15/9-F-14 H,5351,15/9-F-14,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,229.55275458333332,105.05286666666667,152.546891875,,28.264865625,%,77.00586270833334,76.14089,45.684533333333334,2189.44,317360.89,156.82,production,OP,2009,7,7,1,2189.44,1977.4311515079369,212.00884849206318,212.00884849206318,9.683245418557402
2015-09-07,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,220.02152104166666,106.40446375,175.635483125,16.223306875,9.679681666666667,%,44.386037916666666,46.1377525,15.9511125,269.89,40412.99,141.09,production,OP,2015,9,7,0,269.89,264.20568389691823,5.6843161030817555,5.6843161030817555,2.1061603257185353
2011-11-16,NO 15/9-F-12 H,5599,15/9-F-12,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,0.0,0.0,38.00840708333333,20.581532708333334,79.13833958333333,%,38.00840708333333,90.81432125,6.342059375,1183.12,176498.38,4021.08,production,OP,2011,11,16,2,1183.12,1072.878003809583,110.24199619041678,110.24199619041678,9.317904877816012
2013-09-08,NO 15/9-F-11 H,7078,15/9-F-11,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,262.6987495833333,106.04524583333334,174.673456875,25.835519583333333,10.202685625,%,88.02529270833334,62.54894625,59.604983958333335,1140.41,173484.15,81.66,production,OP,2013,9,8,6,1140.41,1136.8529069543101,3.557093045689953,3.557093045689953,0.3119135263361381
2015-07-03,NO 15/9-F-15 D,7289,15/9-F-15 D,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,200.69968083333333,106.26426875,169.62721666666667,13.01046625,9.905070625,%,31.072464166666666,30.676038958333333,2.3792570833333335,133.76,19700.44,9.89,production,OP,2015,7,3,4,133.76,126.56847900287183,7.1915209971281655,7.1915209971281655,5.376436152159215
2008-12-26,NO 15/9-F-4 AH,5693,15/9-F-4,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2008,12,26,4,557.55,557.495670956777,0.05432904322299237,0.05432904322299237,0.009744245937223993
2014-05-05,NO 15/9-F-5 AH,5769,15/9-F-5,3420717,VOLVE,369304,MÆRSK INSPIRER,24.0,,,,,,,,,0.0,,,,injection,WI,2014,5,5,0,557.55,557.4956709567768,0.054329043223106055,0.054329043223106055,0.009744245937244383
