NPD_WELL_BORE_NAME,Actual Production,Forecast Production,Well Health Score,Pressure Score (%)
15/9-F-1 C,238.2162600536193,243.1576547861827,75.42910834150165,52.64819000412357
15/9-F-11,985.2781974248928,981.0031988956182,80.87904757879815,60.921061247339495
15/9-F-12,1498.5633344240837,1504.7174466590127,74.21523536590334,45.899088054601926
15/9-F-14,1289.9978370418848,1291.9338733323775,80.42768145523229,57.591077628958935
15/9-F-15 D,151.85946830265848,152.2350024311433,76.01795736346929,49.7991864267865
15/9-F-4,,557.4362425053405,,88.21557945298387
15/9-F-5,257.25425,543.5555985377956,76.57557626030184,86.00314598393214
